ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
QH,Quhuo Limited - American Deposi,Technology,Software—Application,2.0,,0.391254,-0.32,-0.01,,-173.0,,91.226,0.018963892,0.01444,-0.0034400001,,-0.095,,0.0,,14.292,0.01508,-0.03346,1.409,1.474
QIPT,Quipt Home Medical Corp.,Healthcare,Medical Devices,1.7,,1.455587,0.04,0.13,130.25,40.076923,,2.234,2.3321397,0.21311001,0.00918,,0.831,,0.0,,131.188,0.03827,0.02046,0.4,0.726
QLGN,"Qualigen Therapeutics, Inc.",Healthcare,Biotechnology,2.0,,0.124606,-4.17,-2.09,,-0.52153116,,0.964,1.1307055,-2.80216,0.0,,1.226,,0.0,,48.417,-0.60028,-2.1120799,0.579,0.914
QLI,Qilian International Holding Gr,Healthcare,Drug Manufacturers—Specialty & Generic,,,,0.03,,28.0,,,1.478,0.56833553,0.03186,0.02397,3.072,-0.091,,0.0,,1.228,0.0094,0.02772,1.552,2.949
QLYS,"Qualys, Inc.",Technology,Software—Infrastructure,2.9,5,0.626255,2.89,4.96,49.574394,28.88508,3.93,7.539,19.003847,0.33099,0.22978,0.418,0.144,,0.0,,12.544,0.11846,0.35756,1.285,1.377
QMCO,Quantum Corporation,Technology,Computer Hardware,2.7,4,2.534464,-0.42,0.07,,10.001429,-1.8,-0.929,,-0.034849998,-0.09193,,0.107,,0.0,,,-0.07345,,0.645,1.003
QNCX,"Quince Therapeutics, Inc.",Healthcare,Biotechnology,3.0,9,,-1.21,-3.01,,-0.40631232,,2.392,0.5112876,0.0,0.0,,,,0.0,,,-0.14882,-0.30839002,44.859,45.363
QNRX,"Quoin Pharmaceuticals, Ltd.",Healthcare,Biotechnology,2.3,,,110823.52,-10.12,5.5944798e-05,-0.6126482,,9.189,0.67471975,0.0,0.0,,,,0.0,,43.527,-0.56163,-3.2997901,3.498,3.551
QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,2.0,4,0.989262,-0.33,0.24,,37.291668,2.94,5.258,1.7021681,-0.00999,-0.03002,,0.146,,0.0,,1.87,-0.03141,-0.06115,1.494,1.572
QOMO,Qomolangma Acquisition Corp.,Financial Services,Shell Companies,,,,-0.01,,,,,0.147,71.42857,0.0,0.0,,,,0.0,,34.841,,,0.155,0.37
QOMOW,Qomolangma Acquisition Corp. Wa,,,,,,,,,,,,,,,,,,,,,,,,
QQQX,Nuveen NASDAQ 100 Dynamic Overw,Financial Services,Asset Management,,,,-8.05,,,,,,,0.0,0.0,,,0.0705,,7.06,,,,,
QRHC,Quest Resource Holding Corporat,Industrials,Waste Management,2.0,,0.775199,-0.3,0.08,,85.00001,-3.2,3.522,1.9307212,0.055,-0.020539999,,0.036,,0.0,,102.987,0.01989,-0.083409995,1.416,1.479
QRTEA,Liberty Interactive Corporation,Consumer Cyclical,Internet Retail,3.5,9,1.895046,-7.18,0.4,,2.221,-0.61,1.597,0.5562931,0.06676,-0.23099001,-0.48,-0.103,,0.0,,1071.664,0.01623,-1.33435,1.007,1.568
QRTEB,Liberty Interactive Corporation,Consumer Cyclical,Internet Retail,,9,1.895046,-6.66,,,,,1.597,3.9949906,0.06676,-0.23099001,-0.48,-0.103,,0.0,,1071.664,0.01623,-1.33435,1.007,1.568
QRTEP,"Qurate Retail, Inc. - 8.0% Fixe",Consumer Cyclical,Internet Retail,,9,1.895046,0.332,,109.307236,,,1.597,22.723858,0.06676,-0.23099001,-0.48,-0.103,0.22489999,,,1071.664,0.01623,-1.33435,1.007,1.568
QRVO,"Qorvo, Inc.",Technology,Semiconductors,2.8,4,1.429511,0.99,7.48,106.99495,14.161097,2.14,38.881,2.7243383,0.14755,-0.0029199999,,-0.371,,0.0,,53.731,0.01211,-0.0023,1.677,3.267
QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts,3.5,10,5.154053,-0.97,-0.91,,-8.89011,-0.35,2.658,3.0436418,0.0,0.0,,,,0.0,,8.743,-0.19674999,-0.33624,19.058,19.246
QSG,QuantaSing Group Limited,Consumer Defensive,Education & Training Services,,,,-0.96,,,,,2.13,3.7558684,-0.12262,-0.12595999,,0.168,,0.0,,84.058,,,0.934,1.063
QSI,Quantum-Si Incorporated,Healthcare,Biotechnology,1.0,10,2.661861,-0.87,-0.92,,-2.3097825,,2.396,0.8868949,0.0,0.0,,,,0.0,,4.927,-0.17299,-0.30958998,31.911,32.688
QSIAW,,,,,,,,,,,,,,,,,,,,,,,,,
QSR,Restaurant Brands International,Consumer Cyclical,Restaurants,2.5,6,,3.27,3.46,22.648317,21.591835,3.25,8.136,9.102754,0.0,0.0,,,0.0296,0.6667,3.33,,,,,
QTRX,Quanterix Corporation,Healthcare,Medical Devices,2.7,9,1.333217,-2.16,-1.26,,-19.130434,,9.548,2.7649767,-0.54503,-0.81061995,,-0.037,,0.0,,12.393,-0.083620004,-0.21601999,13.064,13.957
QTWO,"Q2 Holdings, Inc.",Technology,Software—Application,2.0,4,1.438863,-1.6,1.09,,30.477064,1.2,7.552,4.3988347,-0.104899995,-0.14084,,0.101,,0.0,,124.008,-0.05154,-0.19117,1.954,2.245
QUAD,"Quad Graphics, Inc",Industrials,Specialty Business Services,1.0,10,1.857637,-0.31,0.52,,11.480769,-3.85,2.923,2.042422,0.08111,-0.0080699995,,-0.072,,0.0,,469.401,0.04718,-0.17608999,0.466,0.804
QUBT,Quantum Computing Inc.,Technology,Computer Hardware,2.0,,1.911326,-0.57,-0.42,,-2.7380953,,1.272,0.9040881,0.0,0.0,,2.858,,0.0,,12.396,-0.45777,-0.89601,0.543,0.564
QUIK,QuickLogic Corporation,Technology,Semiconductors,1.5,,1.686525,-0.32,0.23,,34.95652,-41.3,0.999,8.048048,-0.21866,-0.26705998,,0.009,,0.0,,121.397,-0.0754,-0.36727002,1.249,1.474
QUOT,Quotient Technology Inc.,Communication Services,Advertising Agencies,3.0,5,1.058538,-0.7,0.03,,132.0,-0.99,1.708,2.3185012,-0.120790005,-0.25179002,,-0.245,,0.0,,45.806,-0.06113,-0.36638,1.319,1.529
QURE,uniQure N.V.,Healthcare,Biotechnology,1.7,2,1.023207,-3.26,-4.68,,-1.846154,,7.407,1.1664642,-1.39831,-1.6683,,3.873,,0.0,,39.365,-0.12628001,-0.44474998,10.696,11.074
QVCC,"QVC, Inc. 6.250% Senior Secured",,,,,,,,,,,,,,,,,,,,,,,,
QVCD,"QVC, Inc. 6.375% Senior Secured",,,,,,,,,,,,,,,,,,,,,,,,
R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,2.1,1,1.56841,16.56,11.91,6.0929956,8.471872,-0.51,68.003,1.4837581,0.21866,0.047909997,,-0.049,0.0276,0.2155,3.69,236.014,0.037520003,0.19195,0.525,0.621
RA,Brookfield Real Assets Income F,Financial Services,Asset Management,,,,-2.15,,,,,,,0.0,0.0,,,0.1392,,12.32,,,,,
RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,2.3,2,1.009698,6.04,8.16,51.72682,38.28799,3.15,15.03,20.787092,0.30862,0.19461,0.346,0.141,0.0064,0.3068,0.64,98.132,0.11573,0.43254003,2.102,2.934
RAD,Rite Aid Corporation,Healthcare,Pharmaceutical Retailers,4.0,1,1.041912,-17.46,-3.51,,-0.8333333,0.16,-17.165,,0.01192,-0.03988,,-0.06,,0.0,,,0.00081,,0.553,1.316
RADI,"Radius Global Infrastructure, I",Communication Services,Telecom Services,3.2,3,0.575337,-1.51,-1.27,,-11.712599,,6.368,2.3358982,0.1993,-0.69716,,0.347,,0.0,,235.599,-0.01427,-0.14987999,2.527,2.845
RAIL,"Freightcar America, Inc.",Industrials,Railroads,3.0,,2.054035,-0.64,0.25,,12.2064,-3.55,-1.837,,-0.0114,-0.051170003,,-0.131,,0.0,,,-0.02365,,0.307,1.175
RAIN,Rain Oncology Inc.,Healthcare,Biotechnology,2.9,,0.15219,-2.46,-1.25,,-1.0,,2.6,0.48076925,0.0,0.0,,,,0.0,,0.255,-0.42068002,-0.75417,5.661,5.8
RAMP,"LiveRamp Holdings, Inc.",Technology,Software—Infrastructure,2.1,2,1.075857,-1.88,1.35,,20.725925,1.23,13.902,2.01266,-0.10170999,-0.19896999,,0.049,,0.0,,5.094,-0.04063,-0.12478,3.91,4.087
RAND,Rand Capital Corporation,Financial Services,Asset Management,,,,0.66,,20.378786,,,23.79,0.5653636,0.0,0.90122,,0.342,0.0746,1.0605999,,17.345,0.03846,0.105270006,0.603,0.603
RANI,"Rani Therapeutics Holdings, Inc",Healthcare,Biotechnology,1.4,,0.333999,-1.38,-1.49,,-2.8322146,0.29,1.211,3.4847233,0.0,0.0,,,,0.0,,49.733,-0.39071,-0.77044,16.852,17.289
RAPT,"RAPT Therapeutics, Inc.",Healthcare,Biotechnology,1.8,7,0.343629,-2.7,-3.34,,-7.026946,,6.43,3.6500778,0.0,0.0,,,,0.0,,3.867,-0.27697,-0.47715,10.72,10.856
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,1.7,3,0.854173,-9.87,-6.57,,-5.451368,0.05,1.806,19.861572,-1.6197,-1.78907,,0.212,,0.0,,19.94,-0.31951,-1.78599,2.557,2.873
RAVE,"Rave Restaurant Group, Inc.",Consumer Cyclical,Restaurants,,,0.679944,0.45,-0.15,5.133333,-15.399999,,0.683,3.3821373,0.16804,0.66572,-0.27,0.134,,0.0,,15.998,0.08658,0.92633003,2.632,2.827
RAYA,Erayak Power Solution Group Inc,Industrials,Electrical Equipment & Parts,,,,0.34,,4.4411764,,,1.612,0.93672454,0.16122,0.12917,-0.804,0.453,,0.0,,57.824,0.08327,0.26495,0.956,1.565
RBA,"RB Global, Inc.",Industrials,Specialty Business Services,1.9,3,0.933841,0.98,3.2,59.43367,18.201561,3.14,27.034,2.154509,0.27102,0.05939,-0.125,1.284,0.0184,1.0,1.72,86.706,0.0402,0.044120003,0.745,1.324
RBB,RBB Bancorp,Financial Services,Banks—Regional,3.0,5,0.884655,2.94,1.83,5.0408163,8.09836,,26.334,0.56277055,0.0,0.38019,-0.279,-0.14,0.0418,0.2041,2.39,,0.01396,0.1165,,
RBBN,Ribbon Communications Inc.,Communication Services,Telecom Services,2.2,3,1.01143,-0.39,0.34,,8.676471,0.62,2.657,1.1102748,0.0594,-0.068909995,,0.023,,0.0,,76.864,-0.01274,-0.12746,0.832,1.218
RBC,RBC Bearings Incorporated,Industrials,Tools & Accessories,2.9,9,1.416349,4.91,9.44,46.3778,24.122353,4.47,89.648,2.540101,0.28976,0.11935,0.394,0.093,,0.0,,53.82,0.042150002,0.07193,0.993,2.96
RBCAA,"Republic Bancorp, Inc.",Financial Services,Banks—Regional,2.5,8,0.6124,4.5,3.85,10.486667,12.257143,1.15,45.239,1.0431265,0.0,0.28507,-0.124,0.188,0.0309,0.3213,2.76,,0.01403,0.10127,,
RBCP,RBC Bearings Incorporated 5.00%,Industrials,Tools & Accessories,,9,1.416349,,,,,,89.648,1.2160895,0.28976,0.11935,0.394,0.093,0.0466,,,53.82,0.042150002,0.07193,0.993,2.96
RBKB,"Rhinebeck Bancorp, Inc.",Financial Services,Banks—Regional,,,0.719385,0.52,,13.307693,,,9.929,0.69694835,0.0,0.11684,-0.278,-0.076,,0.0,,,0.00391,0.04659,,
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,2.6,9,1.610986,-1.73,-1.66,,-18.0753,-0.91,0.406,73.90394,-0.38793,-0.44062,,0.22,,0.0,,627.198,-0.13031,-2.5646398,0.955,1.146
RBOT,Vicarious Surgical Inc.,Healthcare,Medical Devices,1.7,10,1.068251,-0.51,-0.68,,-1.2867647,,0.595,1.4705882,0.0,0.0,,,,0.0,,20.209,-0.40278998,-0.76093,11.054,11.388
RBT,"Rubicon Technologies, Inc.",Technology,Software—Application,1.3,,,-0.42,-0.53,,-1.653019,,-3.873,,-0.35794,-0.012150001,,0.133,,0.0,,,-0.86932,,0.537,0.594
RC,Ready Capital Corproation,Real Estate,REIT—Mortgage,2.1,7,,1.28,1.58,8.6640625,7.018987,0.53,15.198,0.7297013,0.0,0.0,,,0.1071,0.5816,12.04,,,,,
RCA,Ready Capital Corporation 7.00%,,,,,,,,,,,,,,,,,,,,,,,,
RCAC,Revelstone Capital Acquisition ,Financial Services,Shell Companies,,,,0.11,,95.27272,,,-0.295,,0.0,0.0,,,,0.0,,,,,0.348,0.376
RCACW,Revelstone Capital Acquisition ,,,,,,,,,,,,,,,,,,,,,,,,
RCAT,"Red Cat Holdings, Inc.",Technology,Computer Hardware,2.0,,0.005896,-0.37,-0.04,,-26.692501,,1.001,1.0666333,-2.35417,-2.7328799,,0.681,,0.0,,3.802,-0.20909001,-0.40879002,3.572,6.759
RCB,Ready Capital Corporation 6.20%,,,,,,,,14.754099,,,,,,,,,,,,,,,,
RCC,Ready Capital Corporation 5.75%,,,,,,,,,,,,,,,,,,,,,,,,
RCEL,"Avita Medical, Inc.",Healthcare,Medical Devices,1.9,6,1.174489,-1.09,-0.81,,-21.790123,-0.14,0.612,28.839869,-0.7317,-0.70587,,0.399,,0.0,,2.415,-0.17533001,-0.30132,6.846,7.205
RCFA,RCF Acquisition Corp.,Financial Services,Shell Companies,,,,0.35,,30.771431,,,-0.175,,0.0,0.0,-0.705,,,0.0,,,,,0.531,0.618
RCG,153389,Financial Services,Asset Management,,,0.632836,-0.65,,,,,2.114,0.8798486,0.0,0.0,-0.998,2.161,0.0019,,,,-0.00071999995,-0.26613,1.191,1.251
RCI,"Rogers Communication, Inc.",Communication Services,Telecom Services,2.0,10,0.419293,2.23,3.39,18.623318,12.250737,,21.874,1.8986009,0.3994,0.08928,-0.738,0.305,0.0361,0.6803,3.2,399.464,0.03955,0.13396,0.467,0.652
RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.6,7,1.1531,-3.13,-2.3,,-7.376609,0.03,5.707,2.9728756,0.0,0.0,,,,0.0,,5.535,-0.31217,-0.54128,10.61,10.832
RCKY,"Rocky Brands, Inc.",Consumer Cyclical,Footwear & Accessories,3.0,7,1.210945,1.74,3.06,11.78161,6.6993465,1.25,28.655,0.71540743,0.09631,0.01831,,-0.384,0.030299999,0.5,1.93,108.454,0.03712,0.0438,0.934,3.411
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,2.1,9,2.477312,-4.0,8.48,,12.480543,-0.11,13.131,8.059935,0.23201,-0.0047,,0.613,,0.0,,593.558,0.02566,-0.01523,0.11,0.204
RCLF,Rosecliff Acquisition Corp I,Financial Services,Shell Companies,2.0,,0.003711,-0.06,,,,,-1.976,,0.0,0.0,,,,0.0,,,-0.0063300002,,0.137,0.188
RCLFU,Rosecliff Acquisition Corp I,Financial Services,Shell Companies,,,0.003711,0.053,,199.62263,,,-1.976,,0.0,0.0,,,,,,,-0.0063300002,,0.137,0.188
RCLFW,Rosecliff Acquisition Corp I,,,,,,,,,,,,,,,,,,,,,,,,
RCM,R1 RCM Inc.,Healthcare,Health Information Services,1.7,6,0.865258,-0.26,0.27,,63.037037,-172.3,6.549,2.5988703,0.21053,-0.03091,,0.431,,0.0,,67.911,0.022909999,-0.024030002,1.5,1.799
RCMT,"RCM Technologies, Inc.",Industrials,Conglomerates,2.0,,0.824038,1.8,2.38,11.075,8.37605,0.68,3.219,6.192917,0.09593,0.06747,-0.339,-0.181,,0.0,,82.997,0.17035,0.62016,1.5,1.584
RCON,"Recon Technology, Ltd.",Energy,Oil & Gas Equipment & Services,3.0,,2.344994,-0.24,-0.11,,-3.2736363,,12.027,0.029940965,-0.753,-0.60923,,-0.163,,0.0,,7.898,-0.07493,-0.117790006,6.732,8.705
RCRT,"Recruiter.com Group, Inc.",Industrials,Staffing & Employment Services,2.0,,0.504247,-1.13,-0.81,,-0.245679,,0.152,1.3092105,-0.36797002,-0.71609,,-0.521,,0.0,,189.738,-0.39678,-1.90953,0.267,0.308
RCRTW,"Recruiter.com Group, Inc. Warrant",,,,,,,,,,,,,,,,,,,,,,,,
RCS,"PIMCO Strategic Income Fund, In",Financial Services,Asset Management,,,0.851402,-1.21,,,,,4.384,1.2705293,0.0,-1.7939501,,-0.059,0.1095,,9.89,60.641,0.02007,-0.22805001,0.365,0.492
RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,1.8,10,0.836854,-3.69,-3.92,,-4.785714,,8.208,2.285575,-2.4537802,-2.3445399,,0.389,,0.0,,,-0.1336,-0.39955002,5.531,5.67
RDCM,Radcom Ltd.,Communication Services,Telecom Services,2.0,,0.844475,-0.08,0.41,,23.170732,1.42,5.061,1.8770994,-0.03866,0.02027,,0.112,,0.0,,2.448,-0.01506,0.01345,4.538,4.558
RDFN,Redfin Corporation,Real Estate,Real Estate Services,3.4,4,2.325597,-2.89,-0.92,,-11.217391,-0.05,0.083,124.33735,-0.10913,-0.109139994,,-0.211,,0.0,,2299.169,-0.111379996,-1.69409,0.758,1.457
RDHL,Redhill Biopharma Ltd.,Healthcare,Drug Manufacturers—Specialty & Generic,2.0,,1.965708,-11.39,0.03,,31.0,,0.86,1.0813954,0.61185,-0.01721,,-0.725,,0.0,,349.002,-0.18059999,,0.505,0.96
RDI,Reading International Inc,Communication Services,Entertainment,3.0,9,1.551783,-1.44,0.04,,66.25001,,2.289,1.1577108,-0.00632,-0.15303001,,0.139,,0.0,,852.04,-0.02339,-0.45036,0.158,0.259
RDIB,Reading International Inc,Communication Services,Entertainment,,9,1.551783,-1.44,,,,,2.289,8.352993,-0.00632,-0.15303001,,0.139,,0.0,,852.04,-0.02339,-0.45036,0.158,0.259
RDN,Radian Group Inc.,Financial Services,Insurance—Specialty,2.7,1,1.095254,4.32,3.23,6.480324,8.667183,3.97,26.507,1.0561361,0.83346003,0.54825,-0.209,0.012,0.0323,0.191,1.88,39.282,0.08126,0.16403,1.28,3.033
RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,1.5,5,1.679251,-0.23,0.45,,72.253334,7.55,5.628,5.777186,0.12015,-0.00904,,0.143,,0.0,,314.422,0.01581,0.02397,0.706,0.842
RDVT,"Red Violet, Inc.",Technology,Software—Application,,6,1.21337,0.08,,250.50002,,,5.263,3.8077145,0.01289,0.02219,5.329,0.149,,0.0,,1.531,0.0038800002,0.01694,8.678,8.987
RDW,Redwire Corporation,Industrials,Aerospace & Defense,1.5,10,1.768235,-1.91,-0.42,,-8.185715,,-0.18,,-0.08446,-0.65078,,0.753,,0.0,,143.941,-0.06374,-1.5147,0.905,1.006
RDWR,Radware Ltd.,Technology,Software—Infrastructure,3.0,,0.933841,-0.15,0.65,,26.292309,2.09,7.059,2.421023,-0.0556,-0.057210002,,-0.127,,0.0,,6.343,-0.023740001,-0.04439,2.305,2.382
RDY,Dr. Reddy's Laboratories Ltd,Healthcare,Drug Manufacturers—Specialty & Generic,1.5,6,0.315504,3.46,3.62,20.621387,19.709946,48.72,246.42587,0.2895394,0.2827,0.18083,0.18,0.292,0.0069999998,0.14109999,,5.105,0.12191,0.21190001,1.703,2.603
REAL,"The RealReal, Inc.",Consumer Cyclical,Luxury Goods,2.4,6,2.650661,-2.09,-0.47,,-5.3397875,-0.06,-2.431,,-0.24935,-0.37002,,-0.033,,0.0,,,-0.18428,,1.392,1.691
REAX,"The Real Brokerage, Inc.",Real Estate,Real Estate Services,1.3,,0.672301,-0.13,-0.09,,-18.444443,,0.113,14.690266,-0.05155,-0.05528,,0.749,,0.0,,0.078,-0.26748,-1.05223,0.665,1.179
REBN,"Reborn Coffee, Inc.",Consumer Cyclical,Restaurants,2.0,,,-0.31,,,,,0.252,2.6150792,-1.0249,-1.09537,,0.49,,0.0,,133.219,-0.38372,-1.9991901,0.683,1.837
REE,REE Automotive Ltd.,Consumer Cyclical,Recreational Vehicles,2.7,,1.654509,-0.36,-0.35,,-0.80714285,,0.507,0.5571992,0.0,0.0,,,,0.0,,13.334,-0.32351002,-0.58909,8.073,8.083
REFI,Chicago Atlantic Real Estate Fi,Real Estate,REIT—Mortgage,1.5,9,,1.98,2.28,7.89899,6.859649,,15.044,1.0396172,0.0,0.70258003,0.359,0.526,0.1248,0.94949996,,13.78,,,6.511,6.511
REFR,Research Frontiers Incorporated,Technology,Electronic Components,,,0.50329,-0.07,-0.06,,-27.166668,,0.129,12.635659,0.0,0.0,,1.164,,0.0,,8.49,-0.36964,-0.66939,14.634,15.445
REG,Regency Centers Corporation,Real Estate,REIT—Retail,2.3,1,1.182542,2.24,2.17,28.97768,29.912443,-45.84,35.415,1.8328393,0.62389,0.28554,-0.167,0.001,0.0392,1.2033,4.07,64.334,0.028619999,0.06022,0.713,0.862
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.2,10,0.211984,36.84,43.02,21.450325,18.368898,3.74,225.944,3.4974594,0.38002,0.33928,0.138,0.105,,0.0,,11.251,0.09548,0.19232,4.526,5.451
REI,"Ring Energy, Inc.",Energy,Oil & Gas E&P,2.7,5,2.007273,1.16,0.63,1.9030173,3.5039682,0.11,3.782,0.5836859,0.78510004,0.44000998,-0.534,-0.068,,0.0,,54.355,0.11775,0.27549,0.361,0.546
REKR,"Rekor Systems, Inc.",Technology,Software—Infrastructure,2.0,,2.232421,-1.58,-0.28,,-9.178571,,0.852,3.0164318,-1.9137,0.0,,1.079,,0.0,,48.408,-0.29784,-1.14782,1.14,1.486
RELI,"Reliance Global Group, Inc.",Financial Services,Insurance Brokers,2.0,,-0.242812,-1.07,0.49,,6.6326528,,7.813,0.41597337,-0.13884,-0.26436,,0.288,,0.0,,124.386,-0.07816,-0.00322,0.568,0.864
RELIW,"Reliance Global Group, Inc. - S",,,,,,,,,,,,,,,,,,,,,,,,
RELL,"Richardson Electronics, Ltd.",Technology,Electronic Components,,,0.756494,1.55,1.89,8.354838,6.851852,0.54,11.226,1.1535721,0.109060004,0.085030004,-0.519,-0.045,0.0185,0.1548,3.21,1.542,0.08262,0.15132,1.504,4.594
RELX,RELX PLC PLC,Industrials,Specialty Business Services,1.5,2,0.495457,1.09,1.1,30.19266,29.91818,,0.433,76.004616,0.31432,0.19233999,0.165,0.134,0.0216,0.584,2.32,209.298,0.10505,0.50668,0.4,0.475
RELY,"Remitly Global, Inc.",Technology,Software—Infrastructure,1.6,8,,-0.68,-0.5,,-45.3,,2.847,7.9557433,-0.11891,-0.12482,,0.488,,0.0,,9.561,-0.08249,-0.20271,1.616,2.996
RENB,,Healthcare,Biotechnology,,,0.940422,,,,,,1.14,1.6892105,0.0,0.0,,,,0.0,,11.398,-0.099379994,-0.93876,0.25,0.334
RENE,Cartesian Growth Corporation II,Financial Services,Shell Companies,,,,0.3,,35.699997,,,-0.749,,0.0,0.0,,,,0.0,,,-0.0035499998,,2.484,3.885
RENEU,Cartesian Growth Corporation II,Financial Services,Shell Companies,,,,,,,,,-0.749,,0.0,0.0,,,,,,,-0.0035499998,,2.484,3.885
RENEW,Cartesian Growth Corporation II,,,,,,,,,,,,,,,,,,,,,,,,
RENT,"Rent the Runway, Inc.",Consumer Cyclical,Apparel Retail,2.1,10,,-1.91,-1.46,,-1.060548,,-0.849,,-0.071830004,-0.41614,,0.106,,0.0,,,-0.13048,,2.169,2.431
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,1.6,7,1.657776,-2.9,-3.78,,-4.9232807,,8.716,2.135154,0.0,0.0,,,,0.0,,11.836,-0.22264999,-0.39292,16.815,17.06
REPX,"Riley Exploration Permian, Inc.",Energy,Oil & Gas E&P,2.0,6,,7.96,9.78,4.332663,3.5263803,,16.539,2.085253,0.0,0.0,,,0.0404,0.1633,,,,,,
RERE,ATRenew Inc.,Consumer Cyclical,Internet Retail,2.0,,-0.909561,-1.32,0.16,,15.8125,3.68,15.57,0.16249198,-0.03068,-0.2237,,0.302,,0.0,,8.956,-0.07439,-0.47155,2.278,3.741
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,3.2,8,1.803948,1.27,1.39,6.531496,5.967626,0.14,4.639,1.788101,0.26307,0.15968001,0.384,0.107,0.0168,0.0889,,2.912,0.22153999,0.34577,3.992,5.458
RETA,"Reata Pharmaceuticals, Inc.",Healthcare,Biotechnology,3.0,10,,-9.73,-4.11,,-40.854015,,-1.791,,0.0,0.0,,,,0.0,,,,,,
RETO,"ReTo Eco-Solutions, Inc.",Basic Materials,Building Materials,,,1.71666,-3.98,,,,,0.977,2.9989765,-2.10245,-2.25978,,0.942,,0.0,,156.548,-0.32334998,-1.60549,0.156,0.427
REVB,"Revelation Biosciences, Inc.",Healthcare,Biotechnology,2.0,,0.298599,66.64,-1.61,0.012004802,-0.49689442,,2.118,0.3777148,0.0,0.0,,,,0.0,,,-0.28248,0.39241,2.185,2.226
REVBW,,,,,,,,,,,,,,,,,,,,,,,,,
REVG,"REV Group, Inc.",Industrials,Farm & Heavy Construction Machinery,3.0,5,1.977485,0.31,1.29,43.483868,10.449613,0.9,7.631,1.7664788,0.03729,0.0076099997,,0.182,0.0148,0.64519995,1.64,58.923,0.03043,0.04123,0.464,1.726
REX,REX American Resources Corporat,Basic Materials,Chemicals,1.5,4,0.937651,1.59,2.35,23.792454,16.097874,2.61,26.086,1.4502032,0.047399998,0.031770002,0.033,0.095,,0.0,,2.675,0.02631,0.07441,8.29,9.974
REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT—Industrial,2.0,4,0.837201,0.98,1.36,54.086735,38.974266,4.83,35.039,1.5127429,0.61812,0.2727,0.174,0.313,0.0279,1.4183999,1.79,29.611,0.01765,0.031,1.515,1.563
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,2.8,7,0.464447,1.09,1.56,27.784586,19.413591,12.11,8.69,3.4850636,0.1313,0.057979997,-0.677,0.034,0.0326,0.8679,,117.808,0.04987,0.12416001,0.89,2.312
REZI,"Resideo Technologies, Inc.",Industrials,Security & Protection Services,2.7,1,1.942143,1.7,1.78,9.241177,8.825843,0.09,18.131,0.86647177,0.1155,0.03302,-0.46,-0.05,,0.0,,60.366,0.06157,0.08243,0.963,1.72
RF,Regions Financial Corporation,Financial Services,Banks—Regional,2.3,7,1.204364,2.35,2.23,8.812766,9.286995,-10.1,15.953,1.2981883,0.0,0.31711,0.0,0.089,0.045900002,0.3404,3.6,,0.014579999,0.13911,,
RFAC,RF Acquisition Corp.,Financial Services,Shell Companies,,,,0.05,,210.0,,,-0.084,,0.0,0.0,,,,0.0,,,-0.00966,,0.002,0.006
RFACW,,,,,,,,,,,,,,,,,,,,,,,,,
RFI,Cohen & Steers Total Return Rea,Financial Services,Asset Management,,,1.078281,-3.51,,,,,11.585,0.9978421,0.0,0.0,,0.655,0.083100006,,7.52,,0.01298,-0.25160998,0.198,0.198
RFIL,"RF Industries, Ltd.",Industrials,Electrical Equipment & Parts,2.0,,0.970904,0.06,0.44,62.5,8.522727,,4.063,0.92296326,0.069520004,0.00733,0.134,0.037,,0.0,,73.049,0.03125,0.01564,1.184,2.582
RFL,"Rafael Holdings, Inc.",Real Estate,Real Estate Services,,10,1.633183,-0.57,,,,,4.056,0.591716,0.0,0.0,,-0.066,,0.0,,,-0.10321999,-0.15371999,11.369,12.818
RFM,RiverNorth Flexible Municipal I,,,,,,-4.28,,,,,,,0.0,0.0,,,0.0733,,,,,,,
RFMZ,,,,,,,-3.65,,,,,,,0.0,0.0,,,0.0729,,,,,,,
